serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
136,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,Via notifications from news apps you registered to or via alerts you receive,,,,,,Facebook,YouTube,,,,,,,,,,,,,To share my opinion publicly/ to discuss within social media groups,,,,,,,,,,,Local news,,,,Sport,,,,,"Crime, accidents",,,,,,,"Other online news platforms incl. blogs, podcasts",YouTube or other video platforms,,,,,You follow the news on a daily basis,No,,,,,,,,,78.0,55 years and older,65 years and older,Male,6,Up to 14 years,Up to 15,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
137,Austria,Yes,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,,YouTube,,,,,,,,,,,,,,To send direct messages to friends and family,,,,,,,,,,Local news,National politics,,,,,,,,,,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,64.0,55 years and older,55 - 64 years,Female,18,18 years,16-19,Employee,"Other employee (salesman, nurse, ...)",2,0,PC/Laptop/Tablet,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1083813486999920.0,,,,,1.18119408216391e+16,0.3788817052758143,,0.5205490817376549,,0.550649867581075,,,0.5134816239004728,
138,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,Via email newsletter(s) you receive,,,,WhatsApp,,YouTube,,,,,,,,,,,,To watch photo and video content,,,,,,,,,,,,,,European and international affairs,,Sport,,,,,,,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,75.0,55 years and older,65 years and older,Male,23,22 years and older,20 years and older,Without a professional activity,Retired,3,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
139,Austria,Has nationality of survey country,Rural area or village,No,"Video platforms (e.g. YouTube, etc.)",Radio,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel","You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,Science and technology,,Financial and economic news,,"People (e.g. royals, celebrities, etc.)",,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),,,YouTube or other video platforms,,,,,You actively search news several times a day,No,,,,,,,,,65.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
140,Austria,Has nationality of survey country,Rural area or village,Yes,"Video platforms (e.g. YouTube, etc.)",,TV,,,,,,,,,,,TV,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,Other,,,WhatsApp,,YouTube,,,,,LinkedIn,,Telegram,,,,,,,To send direct messages to friends and family,,,To buy or sell products,,For professional reasons,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,,,,,,"Hobbies, lifestyle","Crime, accidents",,,,,,,,,,,Other,,You follow the news from time to time,No,,,,,,,,,67.0,55 years and older,65 years and older,Female,20,20 years,20 years and older,Self-employed,"Owner of shop, craftsman (self-employed)",2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5131073530404605,,,,,0.5592100266290819,0.1793731036210502,,0.2464423673093389,,0.2606929138598416,,,0.2430964368267799,
141,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,,,,LinkedIn,,,,,,,,,To send direct messages to friends and family,,,,,For professional reasons,To follow what friends/family/colleagues are doing,,,,,,,Science and technology,,Financial and economic news,,,,,Other,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,Other,,You follow the news on a daily basis,No,,,,,,,,,76.0,55 years and older,65 years and older,Male,23,22 years and older,20 years and older,Without a professional activity,Retired,3,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1051801852482150.0,,,,,1.14630620366238e+16,0.3676910135006723,,0.5051740867288074,,0.5343858124464078,,,0.4983153741046783,
142,Austria,Has nationality of survey country,Large town,Yes,Online press and/or news platforms,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,,,,,,,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,To play video games,To follow the news and current events,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,,National politics,European and international affairs,,,Financial and economic news,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,I do not use social media channels,,,,,,,,,78.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
143,Austria,Has nationality of survey country,Rural area or village,No,TV,Radio,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,Via email newsletter(s) you receive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local news,,,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,68.0,55 years and older,65 years and older,Male,21,21 years,20 years and older,Without a professional activity,Retired,3,1,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8607397622654246,,,,,0.938077192862217,0.3008991425531562,,0.4134081170207711,,0.4373134693361273,,,0.4077953044367204,
144,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,,,,,Via email newsletter(s) you receive,,,,WhatsApp,,,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,Local news,National politics,,Science and technology,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,73.0,55 years and older,65 years and older,Male,21,21 years,20 years and older,Without a professional activity,Retired,2,0,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
145,Austria,Has nationality of survey country,Rural area or village,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,84.0,55 years and older,65 years and older,Male,17,17 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1051801852482150.0,,,,,1.14630620366238e+16,0.3676910135006723,,0.5051740867288074,,0.5343858124464078,,,0.4983153741046783,
146,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,TV,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,Other,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,,TikTok,,Snapchat,,,,,,,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,,,,,National politics,,,,,,,"Hobbies, lifestyle","Crime, accidents",Other,,,,,,,,,,,Donâ€™t know,You actively search news several times a day,No,,,,,,,,,22.0,15 - 24 years,15 - 24 years,Male,19,19 years,16-19,Manual worker,Manual worker,Refusal,DK/Refusal,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8122009591010007,,,,,0.8851771803223832,0.2839308498205291,,0.3900952225800255,,0.4126525051982674,,,0.3847989275047035,
147,Austria,Has nationality of survey country,Large town,Yes,TV,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,To play video games,To follow the news and current events,,"To share my own content (pictures, video, music, etc.)",For professional reasons,To follow what friends/family/colleagues are doing,,,,,,,Science and technology,Sport,Financial and economic news,Culture and art,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence","Other online news platforms incl. blogs, podcasts",,,,,,You follow the news on a daily basis,Yes,,,,,Motivational content,,,,22.0,15 - 24 years,15 - 24 years,Male,18,18 years,16-19,Employee,"General management, director or top management",1,1,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.677147494139969,,,,,0.7379891673467575,0.2367185870819618,,0.325229857815508,,0.3440362963309915,,,0.3208142351813637,
148,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,Radio,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,TV,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,,,,,,,,,,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,Local news,,,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,65.0,55 years and older,65 years and older,Female,15,15 years,Up to 15,Without a professional activity,Retired,2,0,Smartphone,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.55028825922725e+16,,,,,1.68958159260068e+16,0.5419528972194243,,0.7445941017058696,,0.7876503059756097,,,0.7344848005770418,
149,Austria,Has nationality of survey country,Rural area or village,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,,,Donâ€™t know,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Donâ€™t know,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,,,,,Instagram,,TikTok,,,,,,,,,,,,To follow the news and current events,,,,,,,,,,,,,,,,,,,,Donâ€™t know,,,,"Other online news platforms incl. blogs, podcasts",,,,,,You follow the news on a daily basis,Yes,,,,,Motivational content,,,,18.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),3,1,PC/Laptop/Tablet,,,Burgenland (AT),Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.25679850735082e+16,,,,,1.36972179914877e+16,0.439354157670869,,0.6036327438050912,,0.6385378480244668,,,0.5954372650007792,
150,Austria,Has nationality of survey country,Rural area or village,Yes,"Video platforms (e.g. YouTube, etc.)",,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,YouTube,,Instagram,X (Twitter),TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,To play video games,,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,,,European and international affairs,,,,,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle",,,,,,,,,,,,,Donâ€™t know,You follow the news from time to time,Yes,,,,,Motivational content,,,,24.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),3,1,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.42598445545798e+16,,,,,1.55410909741228e+16,0.4984985227266891,,0.6848917343846216,,0.7244956452278069,,,0.6755930080481158,
151,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,Radio,,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,,,,Radio,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,YouTube,,,,,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,,,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,24.0,15 - 24 years,15 - 24 years,Female,22,22 years and older,20 years and older,Employee,Middle management,4,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5263834757739316,,,,,0.5736790084188048,0.1840141973895289,,0.2528188089949601,,0.2674380737170159,,,0.2493863060174234,
